transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value
TXN007025,C1575,15074.05,Credit Card,2026-06-17 04:30:36.183618,Success,,178,20,6,14,2633.9
TXN007026,C1096,24025.3,UPI,2026-06-17 05:04:52.709270,Failed,Card Declined,835,6,5,1,48211.71
TXN007027,C1817,16787.62,UPI,2026-06-17 05:39:09.234923,Success,,444,25,11,14,78217.37
TXN007028,C0845,4461.85,Net Banking,2026-06-17 06:13:25.760576,Failed,Bank Timeout,719,6,2,4,12447.93
TXN007029,C1696,11897.21,Wallet,2026-06-17 06:47:42.286228,Failed,Card Declined,617,6,5,1,73039.42
TXN007030,C1211,16247.59,UPI,2026-06-17 07:21:58.811881,Success,,328,11,10,1,138723.8
TXN007031,C0486,803.79,UPI,2026-06-17 07:56:15.337533,Abandoned,Checkout Abandoned,28,25,14,11,102958.68
TXN007032,C1215,471.27,Credit Card,2026-06-17 08:30:31.863186,Success,,676,3,3,0,117446.77
TXN007033,C1446,3322.13,Debit Card,2026-06-17 09:04:48.388838,Success,,103,19,13,6,87271.93
TXN007034,C0120,6366.44,Credit Card,2026-06-17 09:39:04.914491,Failed,Technical Error,379,12,6,6,134505.67
TXN007035,C0220,10795.77,Credit Card,2026-06-17 10:13:21.440144,Success,,62,2,2,0,22456.96
TXN007036,C0053,12237.27,Debit Card,2026-06-17 10:47:37.965796,Success,,874,19,13,6,67743.01
TXN007037,C1758,3536.89,Wallet,2026-06-17 11:21:54.491449,Failed,Card Declined,438,8,2,6,89756.47
TXN007038,C1475,16867.45,UPI,2026-06-17 11:56:11.017101,Abandoned,Checkout Abandoned,532,20,2,18,131084.56
TXN007039,C1436,14943.84,Wallet,2026-06-17 12:30:27.542754,Success,,897,29,11,18,46547.53
TXN007040,C1667,7432.16,UPI,2026-06-17 13:04:44.068406,Abandoned,Checkout Abandoned,114,21,12,9,668.63
TXN007041,C1261,440.13,Debit Card,2026-06-17 13:39:00.594059,Success,,531,19,6,13,146174.91
TXN007042,C0758,2033.43,Credit Card,2026-06-17 14:13:17.119711,Success,,742,12,11,1,4383.61
TXN007043,C0738,9853.2,Credit Card,2026-06-17 14:47:33.645364,Success,,351,0,0,0,23278.83
TXN007044,C0720,3933.96,Debit Card,2026-06-17 15:21:50.171017,Success,,29,28,21,7,63595.93
TXN007045,C0406,9482.81,UPI,2026-06-17 15:56:06.696669,Success,,668,22,1,21,74707.29
TXN007046,C0608,15741.75,UPI,2026-06-17 16:30:23.222322,Success,,865,28,0,28,125252.66
TXN007047,C1021,13726.21,Credit Card,2026-06-17 17:04:39.747974,Success,,264,22,5,17,67448.78
TXN007048,C0422,5856.28,Credit Card,2026-06-17 17:38:56.273627,Success,,651,5,0,5,82340.66
TXN007049,C0712,8661.18,UPI,2026-06-17 18:13:12.799279,Abandoned,Checkout Abandoned,433,19,18,1,30399.98
TXN007050,C0247,15389.38,Wallet,2026-06-17 18:47:29.324932,Success,,256,25,24,1,85589.23
TXN007051,C0072,21535.29,UPI,2026-06-17 19:21:45.850585,Success,,155,28,5,23,52583.37
TXN007052,C1854,18855.01,UPI,2026-06-17 19:56:02.376237,Failed,Bank Timeout,91,23,12,11,15260.48
TXN007053,C0185,13879.66,UPI,2026-06-17 20:30:18.901890,Success,,523,27,3,24,141996.2
TXN007054,C0006,9121.1,Credit Card,2026-06-17 21:04:35.427542,Failed,Network Error,824,29,25,4,12711.8
TXN007055,C1230,9189.78,UPI,2026-06-17 21:38:51.953195,Success,,442,7,1,6,101842.9
TXN007056,C1568,21997.49,Credit Card,2026-06-17 22:13:08.478847,Success,,384,16,13,3,136274.88
TXN007057,C1635,1077.17,UPI,2026-06-17 22:47:25.004500,Success,,769,30,29,1,27291.1
TXN007058,C0906,24700.77,UPI,2026-06-17 23:21:41.530153,Success,,56,24,15,9,35949.09
TXN007059,C0387,16642.95,Debit Card,2026-06-17 23:55:58.055805,Success,,509,23,1,22,64292.66
TXN007060,C1792,17060.33,Credit Card,2026-06-18 00:30:14.581458,Success,,516,17,8,9,44529.24
TXN007061,C0699,1046.15,UPI,2026-06-18 01:04:31.107110,Failed,Card Declined,600,24,12,12,113975.45
TXN007062,C1100,15177.68,UPI,2026-06-18 01:38:47.632763,Success,,133,3,0,3,51053.93
TXN007063,C1201,12170.97,Net Banking,2026-06-18 02:13:04.158415,Success,,354,25,13,12,147882.41
TXN007064,C0827,2733.89,UPI,2026-06-18 02:47:20.684068,Failed,Insufficient Balance,438,30,13,17,128888.69
TXN007065,C1823,7020.26,Wallet,2026-06-18 03:21:37.209720,Success,,603,29,4,25,134353.95
TXN007066,C0349,22268.83,Credit Card,2026-06-18 03:55:53.735373,Failed,Bank Timeout,798,11,1,10,10017.81
TXN007067,C1279,13794.71,UPI,2026-06-18 04:30:10.261026,Success,,440,21,4,17,26858.11
TXN007068,C1861,10394.07,Debit Card,2026-06-18 05:04:26.786678,Success,,41,15,5,10,25820.58
TXN007069,C1726,1909.79,Net Banking,2026-06-18 05:38:43.312331,Success,,796,29,1,28,100958.71
TXN007070,C0308,17881.63,UPI,2026-06-18 06:12:59.837983,Success,,155,17,0,17,2280.75
TXN007071,C1369,17600.99,UPI,2026-06-18 06:47:16.363636,Success,,801,9,5,4,121060.72
TXN007072,C1151,15389.69,UPI,2026-06-18 07:21:32.889288,Abandoned,Checkout Abandoned,627,3,0,3,82283.38
TXN007073,C1961,12805.54,Wallet,2026-06-18 07:55:49.414941,Success,,679,1,0,1,85163.8
TXN007074,C0287,10901.23,Debit Card,2026-06-18 08:30:05.940594,Success,,102,27,13,14,80831.8
TXN007075,C0766,14872.45,UPI,2026-06-18 09:04:22.466246,Success,,255,24,8,16,80534.21
TXN007076,C0725,5911.55,UPI,2026-06-18 09:38:38.991899,Success,,350,14,12,2,30083.97
TXN007077,C0762,23537.35,UPI,2026-06-18 10:12:55.517551,Success,,670,8,4,4,42835.37
TXN007078,C1620,14760.98,UPI,2026-06-18 10:47:12.043204,Success,,313,14,14,0,73398.81
TXN007079,C1511,7848.69,UPI,2026-06-18 11:21:28.568856,Success,,459,4,1,3,101837.75
TXN007080,C0383,11297.03,Debit Card,2026-06-18 11:55:45.094509,Success,,138,18,14,4,41157.09
TXN007081,C1430,20161.55,UPI,2026-06-18 12:30:01.620162,Failed,Network Error,543,2,0,2,121017.17
TXN007082,C0388,4124.24,UPI,2026-06-18 13:04:18.145814,Success,,577,16,2,14,121683.68
TXN007083,C0525,7391.61,Credit Card,2026-06-18 13:38:34.671467,Success,,433,12,7,5,41444.97
TXN007084,C1581,17019.75,UPI,2026-06-18 14:12:51.197119,Failed,Bank Timeout,47,23,3,20,84229.67
TXN007085,C0639,7955.68,UPI,2026-06-18 14:47:07.722772,Abandoned,Checkout Abandoned,540,2,2,0,52663.97
TXN007086,C0938,19833.29,UPI,2026-06-18 15:21:24.248424,Success,,715,27,27,0,29007.52
TXN007087,C1650,3348.29,UPI,2026-06-18 15:55:40.774077,Failed,Insufficient Balance,614,3,2,1,120996.99
TXN007088,C1969,19090.89,Net Banking,2026-06-18 16:29:57.299729,Success,,891,17,13,4,148726.44
TXN007089,C0276,1801.96,Debit Card,2026-06-18 17:04:13.825382,Success,,891,23,17,6,85075.02
TXN007090,C0500,413.56,UPI,2026-06-18 17:38:30.351035,Failed,Technical Error,224,2,2,0,137135.03
TXN007091,C0717,22465.77,UPI,2026-06-18 18:12:46.876687,Abandoned,Checkout Abandoned,696,13,4,9,96504.24
TXN007092,C0337,14575.35,UPI,2026-06-18 18:47:03.402340,Success,,835,15,1,14,85075.69
TXN007093,C1974,8860.49,Credit Card,2026-06-18 19:21:19.927992,Success,,265,11,10,1,72281.66
TXN007094,C0932,5891.61,Credit Card,2026-06-18 19:55:36.453645,Success,,515,10,8,2,35739.39
TXN007095,C0481,15460.46,Credit Card,2026-06-18 20:29:52.979297,Success,,775,1,1,0,13096.16
TXN007096,C1921,12774.15,UPI,2026-06-18 21:04:09.504950,Failed,Bank Timeout,441,0,0,0,66629.22
TXN007097,C0911,24790.78,UPI,2026-06-18 21:38:26.030603,Success,,484,12,10,2,84415.83
TXN007098,C1997,24582.08,Debit Card,2026-06-18 22:12:42.556255,Success,,566,29,24,5,76662.72
TXN007099,C1297,15912.11,Net Banking,2026-06-18 22:46:59.081908,Success,,224,25,12,13,104487.81
TXN007100,C1944,11127.48,Wallet,2026-06-18 23:21:15.607560,Failed,Bank Timeout,229,17,3,14,29218.77
TXN007101,C1082,12329.41,UPI,2026-06-18 23:55:32.133213,Success,,513,17,15,2,53453.35
TXN007102,C1352,17093.73,Debit Card,2026-06-19 00:29:48.658865,Success,,37,12,11,1,62627.31
TXN007103,C1755,2629.21,Debit Card,2026-06-19 01:04:05.184518,Abandoned,Checkout Abandoned,325,3,0,3,28385.23
TXN007104,C0109,8275.97,Wallet,2026-06-19 01:38:21.710171,Success,,782,26,15,11,136016.4
TXN007105,C1303,1974.28,UPI,2026-06-19 02:12:38.235823,Failed,Card Declined,217,0,0,0,102385.96
TXN007106,C1710,1926.68,Debit Card,2026-06-19 02:46:54.761476,Success,,802,14,14,0,14233.42
TXN007107,C0328,4976.4,UPI,2026-06-19 03:21:11.287128,Success,,431,16,16,0,107063.31
TXN007108,C1800,12182.81,Credit Card,2026-06-19 03:55:27.812781,Success,,518,5,1,4,82394.25
TXN007109,C0315,19640.88,UPI,2026-06-19 04:29:44.338433,Success,,650,4,0,4,78829.1
TXN007110,C1498,12188.85,Debit Card,2026-06-19 05:04:00.864086,Success,,177,0,0,0,148472.97
TXN007111,C1135,8453.37,Net Banking,2026-06-19 05:38:17.389738,Success,,752,21,11,10,92921.02
TXN007112,C0699,2150.59,UPI,2026-06-19 06:12:33.915391,Success,,872,15,14,1,134560.86
TXN007113,C0781,13802.36,Credit Card,2026-06-19 06:46:50.441044,Success,,176,13,12,1,137075.57
TXN007114,C1959,6854.59,UPI,2026-06-19 07:21:06.966696,Success,,616,23,13,10,15662.09
TXN007115,C1253,15411.86,UPI,2026-06-19 07:55:23.492349,Success,,597,28,11,17,1750.16
TXN007116,C1521,24431.97,UPI,2026-06-19 08:29:40.018001,Success,,256,4,2,2,65572.4
TXN007117,C0156,2871.73,UPI,2026-06-19 09:03:56.543654,Success,,416,2,1,1,115508.1
TXN007118,C1497,5381.92,Net Banking,2026-06-19 09:38:13.069306,Success,,692,2,0,2,123717.3
TXN007119,C1725,11880.05,UPI,2026-06-19 10:12:29.594959,Success,,390,28,15,13,118230.36
TXN007120,C1296,24218.48,Credit Card,2026-06-19 10:46:46.120612,Success,,313,26,17,9,67369.55
TXN007121,C0887,19318.06,Net Banking,2026-06-19 11:21:02.646264,Success,,229,11,8,3,112619.64
TXN007122,C1026,22465.91,Net Banking,2026-06-19 11:55:19.171917,Success,,490,17,2,15,107957.09
TXN007123,C0758,8409.5,Debit Card,2026-06-19 12:29:35.697569,Success,,303,8,5,3,47415.98
TXN007124,C0722,24801.76,UPI,2026-06-19 13:03:52.223222,Failed,Insufficient Balance,867,24,8,16,25723.72
TXN007125,C1535,2660.54,Net Banking,2026-06-19 13:38:08.748874,Success,,801,22,14,8,93402.1
TXN007126,C0913,1419.03,UPI,2026-06-19 14:12:25.274527,Success,,263,16,7,9,101724.42
TXN007127,C1310,21404.51,Wallet,2026-06-19 14:46:41.800180,Success,,142,16,9,7,85411.62
TXN007128,C0871,23188.9,Debit Card,2026-06-19 15:20:58.325832,Abandoned,Checkout Abandoned,757,19,2,17,32370.34
TXN007129,C0013,2355.58,Debit Card,2026-06-19 15:55:14.851485,Success,,453,27,4,23,41862.66
TXN007130,C0608,2924.34,UPI,2026-06-19 16:29:31.377137,Success,,174,17,5,12,106418.7
TXN007131,C0498,926.04,Credit Card,2026-06-19 17:03:47.902790,Abandoned,Checkout Abandoned,280,28,13,15,144412.04
TXN007132,C1757,2702.24,Net Banking,2026-06-19 17:38:04.428442,Success,,715,2,2,0,141752.92
TXN007133,C0238,5314.55,Net Banking,2026-06-19 18:12:20.954095,Success,,797,17,17,0,78188.89
TXN007134,C1118,24254.91,UPI,2026-06-19 18:46:37.479747,Success,,679,14,9,5,133040.64
TXN007135,C1362,16729.72,Wallet,2026-06-19 19:20:54.005400,Success,,565,0,0,0,4902.95
TXN007136,C0781,19485.97,UPI,2026-06-19 19:55:10.531053,Success,,708,2,0,2,129242.24
TXN007137,C1195,19425.87,Credit Card,2026-06-19 20:29:27.056705,Success,,141,6,6,0,71684.55
TXN007138,C0606,13423.34,Debit Card,2026-06-19 21:03:43.582358,Failed,Insufficient Balance,168,9,3,6,117338.34
TXN007139,C0661,19957.48,UPI,2026-06-19 21:38:00.108010,Success,,768,8,2,6,1334.64
TXN007140,C1648,14935.61,UPI,2026-06-19 22:12:16.633663,Failed,Technical Error,306,25,12,13,130349.84
TXN007141,C1591,7932.2,Debit Card,2026-06-19 22:46:33.159315,Failed,Insufficient Balance,516,8,3,5,89449.45
TXN007142,C0849,14071.64,UPI,2026-06-19 23:20:49.684968,Success,,597,7,0,7,36414.44
TXN007143,C0936,13384.36,UPI,2026-06-19 23:55:06.210621,Success,,395,5,0,5,52448.72
TXN007144,C1491,20603.98,Debit Card,2026-06-20 00:29:22.736273,Success,,529,0,0,0,30499.58
TXN007145,C0628,24545.01,Net Banking,2026-06-20 01:03:39.261926,Success,,87,15,11,4,63948.66
TXN007146,C0143,10334.96,Credit Card,2026-06-20 01:37:55.787578,Success,,628,23,5,18,49835.9
TXN007147,C1225,19108.43,UPI,2026-06-20 02:12:12.313231,Success,,49,23,10,13,80408.22
TXN007148,C1204,2584.1,UPI,2026-06-20 02:46:28.838883,Failed,Bank Timeout,626,29,27,2,122310.27
TXN007149,C0714,19443.1,Debit Card,2026-06-20 03:20:45.364536,Success,,674,27,8,19,147350.15
TXN007150,C1388,9348.28,Credit Card,2026-06-20 03:55:01.890189,Success,,327,24,8,16,38092.92
TXN007151,C0479,1080.82,Debit Card,2026-06-20 04:29:18.415841,Failed,Technical Error,579,9,5,4,16422.99
TXN007152,C0565,9144.83,Net Banking,2026-06-20 05:03:34.941494,Success,,336,10,4,6,59652.25
TXN007153,C0471,15305.0,UPI,2026-06-20 05:37:51.467146,Success,,425,11,10,1,21961.36
TXN007154,C0384,3069.33,UPI,2026-06-20 06:12:07.992799,Success,,894,21,18,3,125218.91
TXN007155,C1716,23108.46,Wallet,2026-06-20 06:46:24.518451,Success,,608,2,0,2,75418.17
TXN007156,C0926,2034.04,Credit Card,2026-06-20 07:20:41.044104,Success,,183,5,3,2,93184.38
TXN007157,C0417,23257.17,Credit Card,2026-06-20 07:54:57.569756,Abandoned,Checkout Abandoned,368,7,0,7,23016.58
TXN007158,C1849,17707.72,Wallet,2026-06-20 08:29:14.095409,Success,,675,22,12,10,112566.52
TXN007159,C0308,8309.83,Wallet,2026-06-20 09:03:30.621062,Success,,819,12,11,1,146050.48
TXN007160,C0649,9829.68,Credit Card,2026-06-20 09:37:47.146714,Success,,16,23,0,23,72616.6
TXN007161,C1718,18546.15,UPI,2026-06-20 10:12:03.672367,Success,,577,18,14,4,144387.37
TXN007162,C1391,15076.63,Wallet,2026-06-20 10:46:20.198019,Success,,443,7,5,2,5690.06
TXN007163,C1025,16823.91,Debit Card,2026-06-20 11:20:36.723672,Success,,438,20,4,16,5840.55
TXN007164,C1068,9790.2,UPI,2026-06-20 11:54:53.249324,Success,,589,22,22,0,144021.93
TXN007165,C0739,12246.56,Credit Card,2026-06-20 12:29:09.774977,Success,,309,12,0,12,105189.71
TXN007166,C1867,24747.7,UPI,2026-06-20 13:03:26.300630,Success,,317,3,0,3,28709.11
TXN007167,C1122,5426.68,Net Banking,2026-06-20 13:37:42.826282,Abandoned,Checkout Abandoned,667,2,1,1,54899.28
TXN007168,C1744,10504.62,Credit Card,2026-06-20 14:11:59.351935,Success,,400,21,7,14,76409.08
TXN007169,C1289,7366.4,Net Banking,2026-06-20 14:46:15.877587,Success,,287,24,21,3,105544.34
TXN007170,C1824,19151.28,Net Banking,2026-06-20 15:20:32.403240,Success,,781,19,14,5,126382.97
TXN007171,C1807,19123.91,Net Banking,2026-06-20 15:54:48.928892,Success,,166,27,22,5,12857.13
TXN007172,C0140,7381.89,Debit Card,2026-06-20 16:29:05.454545,Success,,737,24,11,13,98657.83
TXN007173,C1505,2126.62,Net Banking,2026-06-20 17:03:21.980198,Success,,383,2,1,1,71768.36
TXN007174,C1261,384.67,UPI,2026-06-20 17:37:38.505850,Abandoned,Checkout Abandoned,177,21,2,19,89844.53
TXN007175,C0974,10743.52,UPI,2026-06-20 18:11:55.031503,Failed,Insufficient Balance,445,11,11,0,76525.48
TXN007176,C1017,10317.41,Net Banking,2026-06-20 18:46:11.557155,Success,,379,4,4,0,67878.61
TXN007177,C0953,24710.91,Credit Card,2026-06-20 19:20:28.082808,Failed,Technical Error,837,24,3,21,31224.16
TXN007178,C0904,11798.07,UPI,2026-06-20 19:54:44.608460,Success,,178,5,5,0,71114.22
TXN007179,C0072,6484.82,UPI,2026-06-20 20:29:01.134113,Success,,594,17,0,17,28853.44
TXN007180,C1691,22291.61,UPI,2026-06-20 21:03:17.659765,Success,,792,19,19,0,7169.42
TXN007181,C1214,12327.59,Debit Card,2026-06-20 21:37:34.185418,Success,,521,13,0,13,56386.76
TXN007182,C1292,15019.47,Debit Card,2026-06-20 22:11:50.711071,Success,,388,4,0,4,4230.88
TXN007183,C1345,2482.15,UPI,2026-06-20 22:46:07.236723,Success,,86,10,5,5,84600.47
TXN007184,C0107,9634.62,Net Banking,2026-06-20 23:20:23.762376,Success,,578,26,17,9,11322.67
TXN007185,C1256,23611.17,UPI,2026-06-20 23:54:40.288028,Success,,871,8,0,8,65914.27
TXN007186,C1066,14778.68,Debit Card,2026-06-21 00:28:56.813681,Success,,108,28,25,3,147031.35
TXN007187,C1726,8678.1,Credit Card,2026-06-21 01:03:13.339333,Abandoned,Checkout Abandoned,172,16,1,15,1977.29
TXN007188,C0883,15679.11,Debit Card,2026-06-21 01:37:29.864986,Success,,867,11,6,5,55344.76
TXN007189,C0139,22769.24,UPI,2026-06-21 02:11:46.390639,Success,,284,24,15,9,101152.8
TXN007190,C0615,6922.37,UPI,2026-06-21 02:46:02.916291,Success,,406,25,13,12,24258.08
TXN007191,C1707,12677.41,Net Banking,2026-06-21 03:20:19.441944,Success,,798,0,0,0,84329.68
TXN007192,C0863,23971.4,UPI,2026-06-21 03:54:35.967596,Abandoned,Checkout Abandoned,353,0,0,0,39099.46
TXN007193,C0273,4392.66,Wallet,2026-06-21 04:28:52.493249,Success,,35,3,3,0,33803.92
TXN007194,C1505,18019.63,Credit Card,2026-06-21 05:03:09.018901,Success,,65,28,22,6,134300.04
TXN007195,C0416,15400.58,UPI,2026-06-21 05:37:25.544554,Success,,552,21,19,2,30890.43
TXN007196,C0506,17023.91,Credit Card,2026-06-21 06:11:42.070207,Failed,Insufficient Balance,39,29,28,1,56794.48
TXN007197,C0733,8845.37,UPI,2026-06-21 06:45:58.595859,Failed,Insufficient Balance,545,17,17,0,25854.83
TXN007198,C1749,7915.6,Credit Card,2026-06-21 07:20:15.121512,Abandoned,Checkout Abandoned,617,16,8,8,42941.22
TXN007199,C1877,17136.82,Wallet,2026-06-21 07:54:31.647164,Success,,167,11,9,2,44319.45
TXN007200,C0424,5467.03,UPI,2026-06-21 08:28:48.172817,Success,,130,19,13,6,49352.57
TXN007201,C1431,10549.4,Debit Card,2026-06-21 09:03:04.698469,Success,,163,23,18,5,96339.51
TXN007202,C1592,4785.55,UPI,2026-06-21 09:37:21.224122,Success,,879,21,16,5,111517.62
TXN007203,C0390,306.79,Debit Card,2026-06-21 10:11:37.749774,Success,,91,11,10,1,76845.12
TXN007204,C0342,24254.43,UPI,2026-06-21 10:45:54.275427,Success,,370,4,3,1,91766.16
TXN007205,C0946,10849.4,Credit Card,2026-06-21 11:20:10.801080,Failed,Card Declined,319,0,0,0,122083.68
TXN007206,C0614,24236.81,Wallet,2026-06-21 11:54:27.326732,Success,,890,18,8,10,149934.32
TXN007207,C1957,3594.06,UPI,2026-06-21 12:28:43.852385,Failed,Insufficient Balance,341,29,23,6,68747.64
TXN007208,C0493,14725.43,Credit Card,2026-06-21 13:03:00.378037,Success,,286,6,2,4,140496.96
TXN007209,C0192,5104.25,Credit Card,2026-06-21 13:37:16.903690,Success,,416,14,10,4,73810.33
TXN007210,C0499,19772.85,Credit Card,2026-06-21 14:11:33.429342,Success,,135,13,6,7,117408.96
TXN007211,C0822,19614.2,Credit Card,2026-06-21 14:45:49.954995,Success,,293,25,14,11,86196.85
TXN007212,C1736,2903.92,Credit Card,2026-06-21 15:20:06.480648,Success,,645,2,0,2,132663.86
TXN007213,C1257,22810.4,UPI,2026-06-21 15:54:23.006300,Failed,Technical Error,602,4,1,3,67581.13
TXN007214,C1969,4946.28,Net Banking,2026-06-21 16:28:39.531953,Success,,856,30,19,11,104524.34
TXN007215,C0227,15363.14,Net Banking,2026-06-21 17:02:56.057605,Failed,Bank Timeout,800,5,4,1,70214.13
TXN007216,C1395,24642.28,UPI,2026-06-21 17:37:12.583258,Failed,Card Declined,452,24,4,20,128625.6
TXN007217,C0139,22071.67,UPI,2026-06-21 18:11:29.108910,Success,,190,10,4,6,149158.12
TXN007218,C0856,23918.44,Debit Card,2026-06-21 18:45:45.634563,Abandoned,Checkout Abandoned,830,18,11,7,36875.59
TXN007219,C0817,8630.71,Wallet,2026-06-21 19:20:02.160216,Failed,Insufficient Balance,171,30,16,14,71413.67
TXN007220,C1173,2728.83,Wallet,2026-06-21 19:54:18.685868,Abandoned,Checkout Abandoned,485,21,14,7,12647.87
TXN007221,C1139,4789.84,Net Banking,2026-06-21 20:28:35.211521,Failed,Insufficient Balance,845,26,24,2,21578.82
TXN007222,C1474,12562.32,UPI,2026-06-21 21:02:51.737173,Failed,Technical Error,370,1,0,1,139407.95
TXN007223,C1087,19851.42,Net Banking,2026-06-21 21:37:08.262826,Success,,533,24,18,6,81770.26
TXN007224,C0104,3838.83,Net Banking,2026-06-21 22:11:24.788478,Success,,139,11,7,4,59569.84
TXN007225,C1875,16527.32,UPI,2026-06-21 22:45:41.314131,Abandoned,Checkout Abandoned,290,24,6,18,100886.64
TXN007226,C0871,8157.08,UPI,2026-06-21 23:19:57.839783,Failed,Card Declined,865,22,20,2,84244.11
TXN007227,C0668,8595.93,Credit Card,2026-06-21 23:54:14.365436,Success,,872,13,11,2,43663.3
TXN007228,C0273,16581.75,Debit Card,2026-06-22 00:28:30.891089,Success,,646,26,16,10,34378.87
TXN007229,C1030,11728.29,UPI,2026-06-22 01:02:47.416741,Success,,461,8,6,2,88740.84
TXN007230,C1171,20319.63,UPI,2026-06-22 01:37:03.942394,Success,,693,19,10,9,28645.69
TXN007231,C0184,3982.37,UPI,2026-06-22 02:11:20.468046,Success,,143,15,0,15,21306.23
TXN007232,C1052,19769.71,UPI,2026-06-22 02:45:36.993699,Success,,872,25,16,9,48098.94
TXN007233,C1986,1699.46,UPI,2026-06-22 03:19:53.519351,Failed,Insufficient Balance,560,16,6,10,129270.49
TXN007234,C1574,4931.94,Debit Card,2026-06-22 03:54:10.045004,Success,,699,16,1,15,6004.51
TXN007235,C1143,16438.13,UPI,2026-06-22 04:28:26.570657,Success,,801,1,0,1,125073.3
TXN007236,C0293,21387.65,Net Banking,2026-06-22 05:02:43.096309,Failed,Bank Timeout,482,9,7,2,93335.59
TXN007237,C1395,6391.72,Net Banking,2026-06-22 05:36:59.621962,Failed,Bank Timeout,14,29,14,15,6535.73
TXN007238,C1268,8247.07,Net Banking,2026-06-22 06:11:16.147614,Success,,575,10,6,4,90504.82
TXN007239,C1604,13474.31,Debit Card,2026-06-22 06:45:32.673267,Success,,831,2,0,2,64189.9
TXN007240,C1750,5368.16,UPI,2026-06-22 07:19:49.198919,Success,,787,29,7,22,126248.58
TXN007241,C1242,20297.79,UPI,2026-06-22 07:54:05.724572,Failed,Insufficient Balance,91,1,1,0,136126.21
TXN007242,C0177,19363.55,UPI,2026-06-22 08:28:22.250225,Success,,230,3,1,2,43330.73
TXN007243,C1323,3717.76,Wallet,2026-06-22 09:02:38.775877,Success,,852,7,3,4,117733.42
TXN007244,C1700,11649.36,UPI,2026-06-22 09:36:55.301530,Failed,Bank Timeout,762,18,6,12,46815.52
TXN007245,C0058,19393.21,Credit Card,2026-06-22 10:11:11.827182,Abandoned,Checkout Abandoned,615,19,5,14,44697.5
TXN007246,C1293,8499.51,Debit Card,2026-06-22 10:45:28.352835,Success,,884,17,4,13,29299.43
TXN007247,C0308,15864.36,Wallet,2026-06-22 11:19:44.878487,Success,,78,0,0,0,101934.11
TXN007248,C1594,1350.31,Debit Card,2026-06-22 11:54:01.404140,Success,,527,29,26,3,39621.98
TXN007249,C1312,15256.35,Debit Card,2026-06-22 12:28:17.929792,Success,,727,23,4,19,69996.32
TXN007250,C0977,3901.06,Credit Card,2026-06-22 13:02:34.455445,Success,,537,22,17,5,121913.15
TXN007251,C1129,20781.52,Credit Card,2026-06-22 13:36:50.981098,Success,,581,25,10,15,118890.97
TXN007252,C1252,8950.69,UPI,2026-06-22 14:11:07.506750,Success,,151,1,0,1,128388.67
TXN007253,C1271,7110.69,Net Banking,2026-06-22 14:45:24.032403,Success,,810,7,6,1,24579.14
TXN007254,C0700,21038.14,Credit Card,2026-06-22 15:19:40.558055,Failed,Card Declined,513,28,7,21,88240.47
TXN007255,C1518,1348.59,UPI,2026-06-22 15:53:57.083708,Success,,366,9,3,6,137268.56
TXN007256,C0083,9975.56,Net Banking,2026-06-22 16:28:13.609360,Success,,215,18,10,8,6786.49
TXN007257,C1210,9313.09,Credit Card,2026-06-22 17:02:30.135013,Abandoned,Checkout Abandoned,49,6,2,4,119281.75
TXN007258,C0252,7191.53,Net Banking,2026-06-22 17:36:46.660666,Success,,530,16,1,15,37312.46
TXN007259,C1379,22802.68,Net Banking,2026-06-22 18:11:03.186318,Abandoned,Checkout Abandoned,612,27,9,18,100613.21
TXN007260,C1774,18798.12,Net Banking,2026-06-22 18:45:19.711971,Success,,509,28,6,22,107752.05
TXN007261,C1896,1691.69,UPI,2026-06-22 19:19:36.237623,Success,,716,30,11,19,138874.98
TXN007262,C1720,17895.72,UPI,2026-06-22 19:53:52.763276,Success,,211,29,25,4,76565.51
TXN007263,C0796,13229.75,Net Banking,2026-06-22 20:28:09.288928,Success,,57,2,1,1,127310.55
TXN007264,C0897,22531.61,Net Banking,2026-06-22 21:02:25.814581,Success,,458,24,6,18,7275.04
TXN007265,C1962,7892.35,Credit Card,2026-06-22 21:36:42.340234,Success,,519,14,2,12,63371.15
TXN007266,C0210,14396.63,UPI,2026-06-22 22:10:58.865886,Success,,275,3,2,1,66208.08
TXN007267,C0816,12568.81,UPI,2026-06-22 22:45:15.391539,Success,,254,16,0,16,80972.63
TXN007268,C1832,12290.07,Wallet,2026-06-22 23:19:31.917191,Success,,271,10,10,0,72460.4
TXN007269,C0609,11457.02,UPI,2026-06-22 23:53:48.442844,Success,,327,29,7,22,145210.25
TXN007270,C0447,5220.17,UPI,2026-06-23 00:28:04.968496,Success,,552,5,5,0,12241.67
TXN007271,C0460,18917.18,Debit Card,2026-06-23 01:02:21.494149,Abandoned,Checkout Abandoned,783,16,12,4,40119.99
TXN007272,C0968,11338.27,UPI,2026-06-23 01:36:38.019801,Success,,360,9,9,0,145310.0
TXN007273,C0472,23967.06,Wallet,2026-06-23 02:10:54.545454,Abandoned,Checkout Abandoned,43,0,0,0,67072.73
TXN007274,C1744,6594.13,UPI,2026-06-23 02:45:11.071107,Success,,497,17,16,1,85888.04
TXN007275,C0370,17100.32,UPI,2026-06-23 03:19:27.596759,Success,,766,30,26,4,12613.32
